"ITEM_NAME","DRUG_SHAPE","COLOR_CLASS","CHART","LINE_FRONT","LINE_BACK"
"디오살탄정160밀리그램(발사르탄)","타원형","노랑","회색빛을 띠는 오렌지색의 타원형 필름코팅정","-","null"
"디오살탄정80밀리그램(발사르탄)","원형","분홍","엷은 적색의 원형필름코팅정","-","null"
"칸데사르정8밀리그램(칸데사르탄실렉세틸)","원형","분홍","양면이 볼록한 원형의 밝은 분홍색 정제","-","null"
"칸데사르정16밀리그램(칸데사르탄실렉세틸)","원형","분홍","양면이 볼록한 원형의 분홍색 정제","-","null"
"디로탄정160mg(발사르탄)","타원형","주황","회색빛을 띠는 오렌지색의 타원형 필름코팅정","-","null"
"인케어정(옥수수불검화정량추출물)","원형","주황","주황색의 원형 필름코팅정","null","null"
"제이코정","장방형","하양","흰색의 장방형 필름코팅정제","null","-"
"노페인에프정(수출용)","타원형","하양","백색의 타원형 정제","-","null"
"깅코탄연질캡슐120밀리그램(은행엽건조엑스)","타원형","초록","암갈색의 유상내용물이 든 녹색의 타원형 연질캡슐","null","null"
"리버풀350연질캡슐(밀크시슬열매건조엑스)","타원형","갈색","황갈색의 유상 내용물을 함유한 암적색의 장방형 연질캡슐","null","null"
"모니맥정(모니플루메이트)","장방형","하양","흰색 내지 미황색의 장방형 정제","null","null"
"모니필정350밀리그램(모니플루메이트)","장방형","하양","크림색의 장방형 정제","null","null"
"모니메르정(모니플루메이트)","장방형","하양","크림색의 타원형 정제","null","null"
"모니트정350밀리그램(모니플루메이트)","장방형","하양","크림색의 타원형 정제","null","null"
"키비칼츄어블정","원형","분홍","분홍색의 씹어먹는 원형정제","null","null"
"칸데사르플러스정16/12.5밀리그램","장방형","주황","엷은 주황색의 장방형 정제","-","null"
"코프나캡슐","장방형","초록","흰색분말이 든 상부 진한녹색, 하부 흰색의 경질캡슐","null","null"
"굿스펜연질캡슐(덱시부프로펜)","장방형","투명","[내수용] 무색 내지 미색의 투명한 액상 내용물을 함유한 투명한 장방형 연질캡슐[수출용] 미황색의 투명한 유상내용물이 든 주황색의 투명한 타원형 연질캡슐","null","null"
"가스파플러스정","원형","연두","녹색 내지 연녹색의 원형 필름코팅정제","null","null"
"마이칼디정","장방형","주황","황갈색의 장방형 필름코팅정제","-","null"
"모빅캡슐7.5밀리그램(멜록시캄)","장방형","초록","노란색 가루가 든 상,하 밝은 초록색 캡슐","null","null"
"모빅캡슐15밀리그램(멜록시캄)","장방형","초록","노란색 가루가 든 상부 밝은 초록색, 하부 노란색 캡슐","null","null"
"코큐렉스연질캡슐","장방형","검정","황갈색의 내용물을 함유한 암갈색의 장방형 연질캡슐제","null","null"
"발크로버정500밀리그램(발라시클로비르염산염수화물)","장방형","하양","흰색의 양면이 볼록한 장방형의 필름코팅정제","null","-"
"엔에이피정(나프록센나트륨)","타원형","파랑","연한 파란색의 타원형 필름코팅정","null","null"
"메디헤모연질캡슐","장방형","갈색","갈색의 유상 내용물을 함유한 암갈색의 장방형 연질캡슐","null","null"
"이지에스정(방기황기탕건조엑스)","원형","자주","분홍색의 원형 필름코팅정","null","null"
"제일아노민정","장방형","빨강","진한갈 색의 장방형 필름코팅정","null","null"
"오렉스캡슐","장방형","빨강","분홍색분말이 들어있는 상하부 적색의 경질캡슐제","null","null"
"선콜정","장방형","분홍","연분홍색의 장방형 필름코팅정","null","null"
"베리콜노즈정","장방형","분홍","장방형의 분홍색 필름코팅정","-","null"
"마그놀정","타원형","하양","흰색의 타원형 필름코팅정제","null","null"
"덴티콤캡슐","장방형","파랑","짙은 청록색 가루가 든 상부 담청색, 하부 담청색의 경질캡슐제","null","null"
"리버파워포르테연질캡슐","장방형","초록","황갈색의 내용물을 함유한 황녹색의 장방형 연질캡슐","null","null"
"본렉스이알캡슐15밀리그램(시클로벤자프린염산염)","장방형","주황","흰색 내지 미백색의 구형 입자가 들어있는 상·하부 밝은 주황색의 불투명 서방성 경질캡슐","null","null"
"텔미로플러스정40/12.5밀리그램(텔미사르탄, 히드로클로로티아지드)","타원형","하양","흰색/분홍색의 두층으로 이루어진 타원형 정제로 흰색 층에 분홍색 반점이 있을 수 있다.","null","null"
"텔미로플러스정80/12.5밀리그램(텔미사르탄, 히드로클로로티아지드)","타원형","하양","흰색/분홍색의 두층으로 이루어진 타원형 정제로 흰색 층에 분홍색 반점이 있을 수 있다","null","null"
"에스로틴정10밀리그램(로수바스타틴칼슘)","원형","분홍","분홍색의 원형 필름코팅정","null","null"
"에스로틴정20밀리그램(로수바스타틴칼슘)","원형","분홍","분홍색 원형 필름코팅정","null","null"
"테잘탄플러스정80/12.5mg","타원형","하양","흰색/분홍색의 두층으로 이루어진 타원형 정제로 흰색 층에 분홍색 반점이 있을 수 있다.","null","null"
"테잘탄플러스정40/12.5mg","타원형","하양","흰색/분홍색의 두층으로 이루어진 타원형 정제로 흰색 층에 분홍색 반점이 있을 수 있다.","null","-"
"텔미스플러스정80/12.5밀리그램","원형","하양","흰색 또는 거의 흰색의 양면이 볼록한 원형 정제","null","null"
"리드로퀸정150밀리그램(리세드론산나트륨일수화물)","장방형","파랑","밝은 파란색의 장방형 필름코팅정","null","null"
"크로우정20mg(로수바스타틴칼슘)","원형","분홍","분홍색의 원형 필름코팅정제","null","null"
"크로우정10mg(로수바스타틴칼슘)","원형","분홍","분홍색의 원형 필름코팅정제","null","null"
"로수로드정5밀리그램(로수바스타틴칼슘)","원형","노랑","노란색의 원형 필름코팅정제","null","null"
"수바스트정20밀리그램(로수바스타틴칼슘)","원형","분홍","분홍색 원형 필름코팅정","null","null"
"수바스트정10밀리그램(로수바스타틴칼슘)","원형","분홍","분홍색의 원형 필름코팅정","null","null"
"로수틴정10밀리그램(로수바스타틴칼슘)","원형","분홍","분홍색 원형 필름코팅정","null","null"
"로비탄정20밀리그램(로수바스타틴칼슘)","원형","분홍","분홍색의 원형 필름코팅정제","null","null"
"로비탄정5밀리그램(로수바스타틴칼슘)","원형","노랑","노란색의 원형 필름코팅정제","null","null"
"로수로드정20밀리그램(로수바스타틴칼슘)","원형","분홍","분홍색의 원형 필름코팅정제","null","null"
"콜레리스정10밀리그램(로수바스타틴칼슘)","원형","분홍","분홍색의 원형 필름코팅정","null","null"
"콜레리스정20밀리그램(로수바스타틴칼슘)","원형","분홍","분홍색의 원형 필름코팅정","null","null"
"자부딘정100밀리그램(라미부딘)","장방형","주황","연한 주황색의 양면이 볼록한 장방형 필름코팅정","null","null"
"제라부딘정(라미부딘)","장방형","주황","연한 주황색의 양면이 볼록한 장방형 필름코팅정","null","null"
"로바스로정10밀리그램(로수바스타틴칼슘)","원형","분홍","분홍색의 원형 필름코팅정제","null","null"
"로비탄정10밀리그램(로수바스타틴칼슘)","원형","분홍","분홍색의 원형 필름코팅정제","null","null"
"아모크라듀오정500mg(아목시실린-클라불란산칼륨(7:1))","장방형","하양","흰색 또는 거의 흰색의 장방형 필름코팅정","-","null"
"헬스웰비타연질캡슐","장방형","갈색","적갈색의 내용물을 함유한 암갈색의 장방형 연질캡슐","null","null"
"카엘정","원형","분홍","주황색의 원형 정제","null","-"
"노바킹골드캡슐","장방형","노랑","흰색 내지 미황색의 분말이 함유된 상부 노란색, 하부 노란색의 경질캡슐","null","null"
"미라펙스서방정0.375밀리그램(프라미펙솔염산염일수화물)","원형","하양","흰색 또는 밝은 회색의 양쪽이 볼록한 원형  서방성 정제","null","null"
"미라펙스서방정1.5밀리그램(프라미펙솔염산염일수화물)","타원형","하양","흰색 또는 밝은 회색의 양쪽이 볼록한 타원형 서방성 정제","null","null"
"미라펙스서방정0.75밀리그램(프라미펙솔염산염일수화물)","원형","하양","흰색 또는 밝은 회색의 양쪽이 볼록한 원형  서방성 정제","null","null"
"포타스틴오디정(베포타스틴칼슘이수화물)","원형","하양","흰색 내지 미백색의 원형 구강붕해정","null","null"
"바이타맥스정","장방형","갈색","[내수용]갈색의 장방형 필름코팅정[수출용]노란색의 장방형 필름코팅정제","null","null"
"쎌타로민정","장방형","갈색","갈색의 장방형 필름코팅정","null","null"
"비타로맥정","장방형","갈색","갈색의 장방형 필름코팅정","null","null"
"코텐바이타정","장방형","갈색","적갈색의 장방형 필름코팅정","null","null"
"파로킨정0.25mg(로피니롤염산염)","원형","하양","흰색의 양면이 볼록한 원형의 필름코팅정","null","null"
"발트크로정500밀리그램(발라시클로비르염산염)","장방형","하양","양면이 볼록한 흰색의 장방형 필름코팅정제","null","null"
"바이타믹스정","장방형","갈색","갈색의 장방형 필름코팅정","null","null"
"비타큐텐에프정","장방형","갈색","적갈색의 장방형 필름코팅정","null","null"
"갈라닐피알서방캡슐24밀리그램(갈란타민브롬화수소산염)","장방형","주황","이 약은 흰색 내지 거의 흰색 과립이 들어 있는 연한갈색의 캡슐","null","null"
"갈라닐피알서방캡슐16밀리그램(갈란타민브롬화수소산염)","장방형","분홍","흰색 내지 거의 흰색 과립이 들어있는 분홍색의 캡슐","null","null"
"에버헤파정10밀리그램(아데포비어디피복실)","원형","하양","흰색 내지 회백색의 원형정제","null","null"
"헵세론정(아데포비어디피복실)","원형","하양","흰색 내지 회백색의 원형 정제","null","null"
"헵세비어정10밀리그램(아데포비어디피복실)","원형","하양","흰색 내지 회백색의 원형 정제","null","null"
"헤포빌정10밀리그램(아데포비어디피복실)","원형","하양","흰색 내지 회백색의 원형정제","null","null"
"아데비어정10밀리그램(아데포비어디피복실)","원형","하양","흰색 내지 회백색의 원형정제","null","null"
"아데바정(아데포비어디피복실)","원형","하양","흰색 내지 회백색의 원형정제","null","null"
"리벡실정(아데포비어디피복실)","원형","하양","흰색 내지 회백색의 원형 정제","null","null"
"레보다서방정200/50밀리그램(레보도파/카르비도파)","원형","주황","복숭아색의 원형 정제","null","null"
"리오다제정(스트렙토키나제·스트렙토도르나제)","원형","분홍","연한 주황색의 원형 정제","null","-"
"포스넬정150밀리그램(리세드론산나트륨2.5수화물)","장방형","파랑","밝은 파란색의 장방형 필름코팅정제","null","null"
"리세토정150밀리그램(리세드론산나트륨2.5수화물)","장방형","파랑","밝은 파란색의 장방형 필름코팅정제","null","null"
